id,step,seqNo,recId
IS07861,"Stir butter and sugar together in a mixing bowl. Mix until creamed and resembles a sugary, buttery paste, 4 to 5 minutes. Add oats and flour; stir until flour and oats are incorporated into the butter-sugar mixture and mixture resembles coarse crumbs, 4 to 5 minutes. Pour in milk; stir until mixture is wet and creamy, like a thick spreadable batter, 3 to 4 minutes.",3,R02074
IS07862,Drop batter by spoonful on top of the peaches. Spread batter evenly over the surface of the peaches. Sprinkle 1/4 cup sugar on the batter. Spritz with water until sugar is wet and surface glistens.,4,R02074
IS07863,"Bake in preheated oven on middle rack until browned and crispy, about 45 minutes. Let cool at least 30 minutes before serving.",5,R02074
IS07864,"In a medium bowl, sift together the flour, 3 tablespoons sugar, and salt. Work in the shortening with a pastry blender until the mixture resembles coarse crumbs. In a small bowl, whisk together the egg and cold water. Sprinkle over flour mixture, and work with hands to form dough into a ball. Chill 30 minutes.",1,R02075
IS07865,"Preheat oven to 350 degrees F (175 degrees C). Roll out half of dough to 1/8 inch thickness. Place in a 9x13 inch baking dish, covering bottom and halfway up sides. Bake for 20 minutes, or until golden brown.",2,R02075
IS07866,"In a large saucepan, mix the peaches, lemon juice, and orange juice. Add 1/2 cup butter, and cook over medium-low heat until butter is melted. In a mixing bowl, stir together 2 cups sugar, nutmeg, cinnamon, and cornstarch; mix into peach mixture. Remove from heat, and pour into baked crust.",3,R02075
IS07867,"Roll remaining dough to a thickness of 1/4 inch. Cut into half-inch-wide strips. Weave strips into a lattice over peaches. Sprinkle with 1 tablespoon sugar, and drizzle with 1 tablespoon melted butter.",4,R02075
IS07868,"Bake in preheated oven for 35 to 40 minutes, or until top crust is golden brown.",5,R02075
IS07869,Preheat oven to 350 degrees F (175 degrees C). Butter an 8-inch square baking dish.,1,R02076
IS07870,"Cut crust from bread slices, and cut each into 4 or 5 strips. Spread fruit into prepared pan, and cover with a layer of bread strips.",2,R02076
IS07871,"Beat together butter, sugar, and flour; mix in egg. Pour mixture over the fruit and bread.",3,R02076
IS07872,"Bake in preheated oven for 35 to 45 minutes, or until golden brown.",4,R02076
IS07873,Preheat oven to 350 degrees F (175 degrees C). Place butter in a deep 2 quart baking dish and place in oven to melt.,1,R02077
IS07874,"In a medium bowl, mix sugar and flour. Stir in milk, a little at a time, until wholly incorporated. Pour carefully over melted butter in dish. Spoon peaches and syrup over batter.",2,R02077
IS07875,"Bake in preheated oven 35 to 45 minutes, until crust is puffed and golden.",3,R02077
IS07876,Preheat oven to 350 degrees F (175 degrees C).,1,R02078
IS07877,"Mix peaches, blackberries, 1/4 cup sugar, cinnamon, and lemon juice in a bowl.",2,R02078
IS07878,"Pour butter into a 9x13-inch glass baking dish and evenly coat the bottom and sides. Whisk flour, 1 cup sugar, baking powder, and salt in a bowl; mix in milk, stirring just to moisten dry ingredients. Pour batter into prepared baking dish and distribute fruit mixture evenly over the batter.",3,R02078
IS07879,"Bake in the preheated oven until cobbler is golden brown, about 45 minutes.",4,R02078
IS07880,"In a bowl, mix the peaches, raspberries, 1/4 cup sugar, cinnamon, and lemon juice. Allow to sit while proceeding with remaining steps.",1,R02079
IS07881,"Preheat oven to 350 degrees F (175 degrees C). Melt the butter in a 9x13 inch glass baking dish in the preheating oven, and evenly coat dish. Remove from heat.",2,R02079
IS07882,"In a bowl, mix the flour, baking powder, salt, and 1 cup sugar. Mix in milk just until dry ingredients are evenly moist. Pour evenly into the buttered baking dish. Scoop peach and raspberry mixture over the batter.",3,R02079
IS07883,"Bake 45 minutes in the preheated oven, until golden brown.",4,R02079
IS07884,Preheat oven to 375 degrees F (190 degrees C). Pour 2 teaspoons melted butter into the bottoms of two 6-ounce glass or ceramic ramekins.,1,R02080
IS07885,Combine self-rising flour with 1/2 cup sugar in a bowl; whisk in milk to make a smooth batter. Whisk Parmigiano-Reggiano cheese and black pepper into the batter; divide equally between the prepared ramekins.,2,R02080
IS07886,"Place peach slices into a bowl and top with 2 tablespoons sugar and basil. Drizzle with balsamic vinegar and water; mix. Allow peaches to rest and let sugar draw out the moisture, about 10 minutes. Divide sliced peaches and their juice over the batter.",3,R02080
IS07887,"Bake in the preheated oven until the cobbler batter rises up over the peaches and cobblers are browned and bubbling, about 35 minutes. Let cool for about 20 minutes before serving for cobblers set up. Serve warm.",4,R02080
IS07888,Preheat an oven to 350 degrees F (175 degrees C). Spray a 9x13-inch baking pan with cooking spray.,1,R02081
IS07889,"Arrange the peaches in the prepared pan. Scatter the butter over the peaches, then sprinkle the brown sugar evenly on top. Set aside. Mix flour, white sugar, baking powder, and salt in a bowl. Stir the oil into the beaten eggs, then stir the egg mixture into the dry ingredients. Spoon the batter over the peaches, then sprinkle cinnamon on top.",2,R02081
IS07890,"Bake in the preheated oven until the crust is lightly browned, about 45 minutes.",3,R02081
IS07891,Preheat oven to 425 degrees F (220 degrees C).,1,R02082
IS07892,"In a large bowl, combine peaches, 1/4 cup white sugar, 1/4 cup brown sugar, 1/4 teaspoon cinnamon, nutmeg, lemon juice, and cornstarch. Toss to coat evenly, and pour into a 2 quart baking dish. Bake in preheated oven for 10 minutes.",2,R02082
IS07893,"Meanwhile, in a large bowl, combine flour, 1/4 cup white sugar, 1/4 cup brown sugar, baking powder, and salt. Blend in butter with your fingertips, or a pastry blender, until mixture resembles coarse meal. Stir in water until just combined.",3,R02082
IS07894,"Remove peaches from oven, and drop spoonfuls of topping over them. Sprinkle entire cobbler with the sugar and cinnamon mixture. Bake until topping is golden, about 30 minutes.",4,R02082
IS07895,Preheat the oven to 375 degrees F (190 degrees C).,1,R02083
IS07896,Empty peaches into a 9x13-inch baking dish. Cover peaches with dry cake mix and press down firmly. Cut butter into small pieces and scatter on top of cake mix. Sprinkle top with cinnamon.,2,R02083
IS07897,"Bake in the preheated oven until top of cake is golden brown, about 45 minutes.",3,R02083
IS07898,Preheat the oven to 350 degrees F (175 degrees C).,1,R02084
IS07899,"Mix self-rising flour, sugar, and milk together in a bowl until well combined and no lumps remain.",2,R02084
IS07900,Pour melted butter into a 9- or 10-inch cast iron skillet. Pour flour-milk mixture over top.,3,R02084
IS07901,Carefully pour peaches and syrup into the skillet. Use a spatula to spread peaches evenly around the pan.,4,R02084
IS07902,"Bake in the preheated oven until the crust turns golden brown, 30 to 45 minutes.",5,R02084
IS07903,Remove from the oven and let cool for about 10 minutes before serving.,6,R02084
IS07904,Preheat the oven to 350 degrees F (175 degrees C).,1,R02085
IS07905,Pour peaches into a baking dish. Sprinkle cake mix on top and pour melted butter all over.,2,R02085
IS07906,"Bake in the preheated oven until golden brown, about 50 minutes.",3,R02085
IS07907,Preheat oven to 375 degrees F (190 degrees C). Pour butter into an 8-inch square baking dish.,1,R02086
IS07908,"Combine peaches and 3/4 cup sugar together in a bowl. Whisk flour, remaining sugar, baking powder, salt, and nutmeg together in a bowl; stir in milk just until batter is combined. Pour batter over butter and top with peaches.",2,R02086
IS07909,"Bake in the preheated oven until cobbler is golden brown, 45 to 50 minutes.",3,R02086
IS07910,"Adjust oven rack to upper-middle position, and heat oven to 350 degrees.",1,R02087
IS07911,"Put butter in an 8-inch square or 9-inch round pan; set in oven to melt. When butter has melted, remove pan from oven.",2,R02087
IS07912,"Whisk flour, 3/4 cup of sugar, baking powder and salt in small bowl. Add milk; whisk to form a smooth batter. Pour batter into pan, then scatter fruit over batter. Sprinkle with remaining 1 Tb. of sugar.",3,R02087
IS07913,"Bake until batter browns and fruit bubbles, 50 to 60 minutes. Serve warm or at room temperature with a dollop of whipped cream or a small scoop of vanilla ice cream, if desired.",4,R02087
IS07914,Preheat oven to 350 degrees F (175 degrees C).,1,R02088
IS07915,"Spread peach slices evenly into a 9x13 inch baking dish. If using canned peach juice, pour 1 cup of it over peach slices. If using fresh peaches, combine water and sugar in a small bowl. Stir to dissolve, then pour mixture over peaches.",2,R02088
IS07916,"Sprinkle cinnamon over peach slices, followed by dry cake mix. Top cake mix with pats of cream cheese. Dot cobbler with butter or margarine.",3,R02088
IS07917,"Bake in preheated oven for 45 minutes, until golden.",4,R02088
IS07918,Heat oven to 375 degrees F.,1,R02089
IS07919,"Stir together Bisquick mix, milk and nutmeg in ungreased square baking dish, 8x8x2 inches. Stir in butter until blended. Stir together sugar and peaches; spoon over batter.",2,R02089
IS07920,Bake 50 to 60 minutes or until golden.,3,R02089
IS07921,Preheat oven to 350 degrees F (175 degrees C).,1,R02090
IS07922,"In a one-quart baking dish or 9 inch square pan, cream together sugar and butter. Mix in flour and milk until smooth. Pour peaches and their juice over the top.",2,R02090
IS07923,"Bake 25 to 30 minutes in the preheated oven, until golden brown.",3,R02090
IS07924,Preheat oven to 350 degrees F (175 degrees C).,1,R02091
IS07925,"Mix peaches, 3/4 cup white sugar, brown sugar, butter, cornstarch, vanilla extract, 1 teaspoon cinnamon, 1/2 teaspoon nutmeg, and salt in a large pot over medium heat; cook and stir until sugars are dissolved and butter is melted, about 5 minutes.",2,R02091
IS07926,"Sprinkle each biscuit with 1 pinch cinnamon, 1 pinch white sugar, and 1 pinch nutmeg. Flatten biscuits on a lightly floured surface using a rolling pin. Cut each flattened biscuit into 12 to 15 small squares; stir into peach mixture. Reduce heat to medium-low and simmer, stirring occasionally, until thickened, about 10 minutes.",3,R02091
